Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Composer,Artist,Licensed,Album_type,official_video
0,0.084027672,,-6.487,,0.049836032,0.0,0.006229504,0.153,,253600.0,7188263.0,67769.0,55087974.0,172,10,90.0,0,2.0,0
3,0.105154048,8.0,-8.749,0.0502,0.231475544,0.0,0.128787625,0.898,67.196,126267.0,77671296.37,18430.0,765618290.0,173,3,78.0,0,2.0,0
1,0.071991296,5.0,-8.249,0.026,0.408518488,,0.015438249,0.516,98.78,171227.0,1121558.0,28314.0,17735481.0,174,6,,0,2.0,0
6,0.061162984,,-9.601,,0.157743074,0.0,0.005359375,0.826,122.933,130200.0,807891.0,6405.0,,175,5,80.0,0,2.0,0
2,0.017576,,-10.414,0.0268,0.203297472,0.0,,0.492,92.032,,1451541.0,13074.0,14842588.0,176,8,58.0,0,2.0,0
3,0.011089567,10.0,-12.362,0.0299,0.653972032,0.000972,,0.303,101.711,161547.0,14209138.0,134413.0,30270643.0,177,7,67.0,0,2.0,0
7,0.066923416,,-10.209,,0.087528384,0.0,0.028094464,0.895,121.091,152160.0,227017.0,1498.0,6961830.0,178,2,69.0,0,2.0,0
5,0.049027896,,-10.582,0.0325,0.332812557,1.85e-06,0.000483737,0.621,135.682,133133.0,4465.0,35.0,,179,4,49.0,0,2.0,0
5,0.335702375,0.0,-5.763,,0.041781923,0.0,0.001191016,0.707,90.119,227387.0,195333616.0,1083263.0,252064122.0,180,5,,1,2.0,1
6,0.506261573,4.0,-3.006,0.0582,0.067917312,,0.004096,0.849,,209120.0,56394278.0,321748.0,98421794.0,181,7,18.0,0,2.0,1
7,0.254602233,4.0,-8.069,,0.008,,0.004330747,0.559,103.836,177733.0,64276353.0,562913.8406,78362701.0,182,5,18.0,1,2.0,1
6,0.331373888,9.0,-4.67,0.115,0.341532099,0.0,0.005545233,0.688,90.193,194160.0,78195554.87,1083263.0,59861732.0,183,5,24.0,1,2.0,0
5,0.289278658,7.0,-7.321,0.152,0.094976953,0.0,0.000594823,0.736,179.986,200720.0,74591759.0,469204.0,66990010.0,184,2,33.0,1,2.0,1
7,0.136590875,2.0,-6.553,0.0289,0.013997521,3.74e-06,,0.695,89.488,262227.0,70532217.0,365562.0,,185,0,28.0,0,2.0,1
3,0.195112,4.0,-5.757,0.223,5.93e-07,5.37e-06,,0.546904465,157.596,,64276353.0,407558.0,33524355.0,186,7,18.0,1,2.0,1
6,0.298077632,,-10.37456701,,0.331373888,0.0199,0.001259712,0.68,87.984,,4006333.0,123760.0,,187,10,30.0,1,1.0,1
6,0.172808693,,-9.498,0.472,0.001481544,0.0,0.002571353,0.797,84.926,217881.0,6142475.0,562712.5194,22764946.0,188,10,23.0,0,2.0,0
8,0.203297472,1.0,-9.994,0.225,0.088121125,0.000244,0.057512456,0.68,100.019,186600.0,88080.0,1976.0,4780508.0,189,5,69.0,0,1.0,0
0,0.145531576,2.0,-11.656,0.0411,0.660776311,2.34e-06,,0.649,201.739,151000.0,3033061.0,21556.0,661839225.0,190,5,48.0,0,2.0,0
1,0.064964808,0.0,-13.792,0.0353,0.561515625,0.0,0.006751269,0.42518422,148.956,157000.0,1816664.0,9106.0,87187126.0,191,8,80.0,0,,1
0,0.009528128,6.0,-15.513,0.031,0.636056,7.73e-05,0.001685159,0.195,95.555,,146344.0,562712.3424,80939450.0,192,8,,0,2.0,0
3,0.210552661,5.0,-9.155,0.0537,0.379503424,0.0,0.000644973,0.805,109.575,,477344.0,2940.0,56794506.0,193,5,56.0,1,2.0,1
0,0.006751269,8.0,-17.741,0.0348,0.627222016,4.44e-06,,0.355258491,133.591,152000.0,77671293.74,31.0,18549494.0,194,7,34.0,0,2.0,0
5,0.074618461,0.0,-10.137,0.0349,0.036594368,4.69e-06,0.251239591,0.556,124.447,,1995843.0,12069.0,58728510.0,195,2,37.0,1,2.0,1
0,0.105823817,,-10.187,0.0324,0.134217728,,0.064,0.479969614,84.897,189067.0,1344487.0,17869.0,24578157.0,196,8,68.0,1,2.0,1
0,0.013651919,7.0,-15.452,0.0274,0.359573913,1.27e-06,0.000180362,0.472,90.387,154867.0,3926830.0,17687.0,18535879.0,197,10,27.0,0,2.0,0
2,0.030959144,0.0,-12.086,0.0253,0.418508992,0.0,0.000799179,0.282,96.682,,59926.0,512.0,6124793.0,198,10,56.0,0,2.0,0
6,0.120553784,,-8.657033561,0.027,0.175616,,0.011239424,0.206,119.998,214773.0,189325577.0,522262.0,70458121.0,199,5,74.0,1,2.0,0
5,0.270840023,7.0,-7.669,0.0255,0.000360944,0.0,0.010077696,0.677,136.005,253200.0,210264342.0,582179.0,72398352.0,200,3,,1,2.0,1
5,0.163667323,,-8.637,0.0365,0.129539798,0.0,0.002248091,0.48,137.989,,136183874.0,564613.5295,60550655.0,201,2,23.0,1,2.0,1
1,0.016974593,4.0,-11.11464275,0.0316,0.445943744,0.0,0.001906624,0.316,141.66,202480.0,165364.0,1889.0,,202,4,35.0,0,2.0,0
5,0.302111711,3.0,-7.846,0.0314,0.108165608,0.0,0.001157625,0.597,,343747.0,24744833.0,106791.0,35048525.0,203,2,,1,2.0,1
5,0.161878625,8.0,,0.0259,,0.0,0.001643032,0.396,,201947.0,,,40823895.0,204,10,63.0,1,2.0,1
4,0.170953875,6.0,-5.282,0.0254,0.165469149,0.0,0.002460375,0.376,104.816,,127177142.0,564262.269,27042215.0,205,7,39.0,0,2.0,0
4,0.046656,7.0,,0.029,,1.82e-05,0.060698457,0.0825,109.043,,77985702.73,912612.0,34320308.0,206,5,80.0,0,2.0,0
3,0.796597983,4.0,-3.503,,0.239483061,6.68e-05,0.290117528,0.523,159.903,162524.0,19214780.0,128672.0,30771216.0,207,5,1.0,0,2.0,1
2,0.421875,,-6.86,0.0942,0.025412184,0.0,0.786330467,0.57,165.899,217667.0,19214780.0,128672.0,18240791.0,208,5,10.0,1,2.0,1
4,0.286191179,6.0,-6.995,0.406,2.57e-06,0.0,0.072511713,0.393,,136093.0,48137242.0,318071.0,145045678.0,209,0,48.0,1,2.0,1
9,0.094818816,6.0,-10.195,0.266,0.054872,0.00359,0.004096,0.224,101.889,189760.0,26157983.0,184094.0,,210,0,64.0,1,2.0,1
7,0.413493625,4.0,-6.059,0.0536,0.003442951,6.26e-06,,0.541924327,95.021,309947.0,2868613.0,64050.0,67169283.0,211,6,1.0,1,2.0,1
8,0.586376253,10.0,-4.965,0.39,5.62e-05,0.0,0.031255875,0.807,,244600.0,25081589.0,191630.0,45426822.0,212,5,23.0,0,3.0,0
4,0.247013483,7.0,-8.244,0.411,0.006967871,0.0,0.001191016,0.711,173.163,,2636800.0,46371.0,45081499.0,213,0,69.0,0,2.0,1
4,0.158340421,4.0,-8.026,0.418,0.112876629,0.0,,0.851,95.752,253787.0,14214317.0,126072.0,28648716.0,214,7,,0,2.0,0
7,0.726572699,2.0,-3.643,0.3,0.013312053,,0.000985075,0.585485821,109.129,232253.0,30942590.0,180145.0,17658398.0,215,5,27.0,0,2.0,0
8,0.594823321,2.0,-5.744,0.357,6.16e-05,1.4e-06,0.028934443,0.659,91.577,240133.0,25081589.0,191630.0,20117129.0,216,0,11.0,0,1.0,0
3,0.665338617,6.0,,0.675,,0.0,0.026730899,0.728,186.039,,25081589.0,191630.0,13750019.0,217,6,37.0,0,2.0,0
0,0.476379541,4.0,-5.469,0.0552,0.278445077,0.000118,0.019683,0.528,79.27,304267.0,16398829.0,71128.0,16921719.0,218,7,34.0,1,2.0,1
1,0.116930169,5.0,-7.11,0.0438,0.452984832,0.0,0.023149125,0.318,136.254,259103.0,6907078.0,43471.0,24454615.0,219,7,49.0,1,2.0,1
0,0.307546875,1.0,-9.834565771,0.0472,0.273359449,0.0,0.000893056,0.496,177.053,259360.0,52999310.0,235985.0,41143460.0,220,6,87.0,0,2.0,1
1,0.162771336,10.0,-7.022,0.045,0.101194696,1.54e-05,0.007189057,0.52666366,125.961,,46984474.0,238248.0,35025615.0,221,5,39.0,1,2.0,0
0,0.286191179,7.0,-6.091,0.0347,2.34e-05,1.46e-05,,0.599,113.021,187653.0,11818107.0,85156.0,,222,10,68.0,1,2.0,1
5,0.481890304,8.0,-5.193,,0.001643032,0.000923,0.002352637,0.723,98.005,,26260160.0,175893.0,25500353.0,223,8,58.0,1,2.0,1
1,0.219256227,0.0,-8.611,,0.043986977,0.0,0.017576,0.262,97.852,296080.0,77671602.89,90321.0,13598493.0,224,6,79.0,0,2.0,1
5,,2.0,,0.182,,,0.027543608,0.52,119.75,271618.0,42575806.0,191919.0,29458805.0,225,2,1.0,1,2.0,1
6,0.496793088,5.0,-6.217,0.0591,0.070181677,2.8e-06,0.001860867,0.866,95.992,235773.0,18340858.0,93698.0,36280803.0,226,5,5.0,1,2.0,1
5,0.151419437,7.0,-9.426,0.0309,0.150568768,7.85e-06,0.003442951,0.695,127.49,222693.0,11526797.0,55497.0,14949320.0,227,7,62.0,1,2.0,1
3,0.128024064,9.0,-6.787962809,0.05,0.044738875,0.0,,0.428,90.899,225381.0,32511618.0,443923.0,14532274.0,228,10,63.0,1,1.0,1
3,0.076225024,,-12.006,0.0359,0.236063908,0.00381,0.004826809,0.561,119.823,396467.0,93276932.0,560294.0,40547657.0,229,6,40.0,1,2.0,1
5,0.251239591,4.0,,0.0353,,,,,119.973,332711.0,8853708.0,92408.0,26570846.0,230,8,,1,1.0,1
4,0.350402625,,-5.525,0.0364,0.124251499,0.000124,0.000676836,0.550804815,75.031,,64909343.0,278541.0,27224724.0,231,6,64.0,1,2.0,1
2,0.048228544,1.0,-9.277,0.03,0.148021531,,0.000738763,0.365,149.819,208440.0,2645343.0,21646.0,17327882.0,232,2,,1,2.0,1
1,0.223648543,9.0,-4.606,0.0611,0.494913671,,0.000700227,0.484,,344360.0,7655751.0,562712.685,26019673.0,233,3,34.0,0,2.0,0
6,0.791453125,4.0,-5.675,0.185,0.315821241,0.000393,0.000418509,0.956,79.932,238987.0,15245425.0,82020.0,23821179.0,234,5,,0,2.0,1
7,0.178453547,,-6.275463475,0.128,0.006967871,0.000141,0.000437245,0.563,,,35839689.0,227784.0,14089626.0,235,0,1.0,1,2.0,1
4,0.152273304,9.0,-8.007,0.0428,0.112374956,0.0,0.674526133,0.364,91.082,,7398692.0,120441.0,2832857.0,236,7,39.0,1,1.0,1
7,0.269586136,2.0,-9.598,0.0389,0.001367631,0.0426,,0.752,129.996,,21266116.0,562719.6748,10528551.0,237,4,39.0,1,1.0,1
4,0.192100033,0.0,-4.813,0.0294,0.045282901,0.0,0.001685159,0.902,144.007,207000.0,,,174718565.0,238,6,28.0,0,2.0,0
4,0.103161709,8.0,-6.143,0.0293,0.320013504,0.000416,0.004574296,0.696,,192973.0,120158160.0,434907.0,,239,8,50.0,1,2.0,1
1,0.090518849,10.0,-4.548,,0.043614208,,,0.515,106.446,235213.0,39864879.0,263906.0,20459466.0,240,8,,1,1.0,1
4,0.064964808,10.0,-10.11775624,0.0313,0.302111711,0.0,0.001061208,0.964,134.045,176453.0,25070971.0,78435.0,35892853.0,241,7,23.0,0,2.0,0
1,0.068921,0.0,-3.672,,0.205379,0.0,0.000681472,0.848,167.658,210280.0,,,122246047.0,242,6,51.0,0,2.0,0
6,0.575930368,4.0,-3.306,0.0315,0.008489664,0.0,0.022188041,0.965,122.603,137173.0,99663132.0,563460.5414,52780457.0,243,5,32.0,0,2.0,1
8,0.219256227,9.0,-4.781,0.034,0.082312875,0.0,0.001030301,0.743,106.984,224072.0,7367391.0,409013.0,79523556.0,244,4,10.0,0,1.0,0
9,0.543338496,7.0,-5.357,0.239,6.16e-05,0.000549,0.017576,0.637,143.913,200208.0,64110280.0,640934.0,9644119.0,245,3,11.0,1,1.0,1
8,0.814780504,2.0,-7.756,0.173,0.135796744,,0.000835897,0.63,90.048,198198.0,28210597.0,384127.0,4371178.0,246,7,26.0,1,1.0,0
9,0.281011375,5.0,-8.184,0.273,0.060236288,6.81e-05,0.000208528,0.819,82.428,178364.0,15864354.0,231226.0,3374324.0,247,8,67.0,1,1.0,1
9,0.373248,,-8.136,0.164,0.013144256,0.00974,0.000137388,0.917,109.986,212182.0,337091.0,2662.0,1527728.0,248,5,23.0,1,1.0,1
6,0.496793088,9.0,-2.612,0.133,0.006331625,2.49e-05,0.021952,0.849,,327640.0,77693330.02,375106.0,14744109.0,249,5,90.0,1,2.0,1
9,0.444194947,5.0,-5.948,0.0974,0.017779581,0.0672,0.099897344,0.478,128.032,226313.0,96607841.38,3635600.0,26290949.0,250,5,29.0,0,,1
8,0.196122941,4.0,-5.655,0.0438,0.120553784,0.0,0.047437928,0.681,106.965,221000.0,7367391.0,409013.0,40049493.0,251,5,23.0,0,1.0,0
9,0.513922401,5.0,-4.978,,0.148877,1.03e-06,0.005268024,0.908,139.894,227160.0,14882735.0,132051.0,35799792.0,252,0,49.0,1,,1
3,0.693154125,,-3.4,0.035,0.161878625,0.0,0.002299968,0.831,,586076.0,661742278.8,12053453.0,58470533.0,253,10,73.0,1,,1
6,0.079507,9.0,-10.31,0.0407,0.216,2.49e-06,0.002299968,0.241,115.01,369333.0,1016043.0,15440.0,,254,2,85.0,0,2.0,0
8,0.077308776,3.0,-11.54,0.0742,0.073034632,2.23e-05,0.001331,0.556,114.945,274853.0,64425903.0,431122.0,26277076.0,255,0,10.0,1,2.0,1
4,0.167284151,0.0,-6.841,0.0612,0.061162984,0.0,0.005639752,0.385,136.899,,24587029.0,170778.0,15116866.0,256,3,90.0,1,,1
4,0.032461759,6.0,-12.353,0.0307,0.248070772,,,0.655,91.015,351720.0,6825317.0,562712.5852,17523154.0,257,6,26.0,0,2.0,0
7,0.651714363,5.0,-7.697,0.0361,0.002406104,4.98e-06,0.003581577,0.757,129.987,325363.0,1313.0,4.0,5822232.0,258,2,88.0,0,2.0,0
5,0.063521199,1.0,-16.303,0.0391,0.077854483,0.00247,0.055306341,0.579,87.972,358627.0,77671379.82,58969.0,15233324.0,259,10,,0,2.0,0
0,0.024389,7.0,-9.136,0.0385,0.168196608,3.84e-06,0.157464,0.296,179.779,,77771517.96,622372.0,14430810.0,260,10,77.0,1,2.0,1
1,0.061629875,6.0,-6.608502949,0.093,0.031855013,0.0,0.000838562,0.464,,407000.0,12613041.0,200764.0,6964627.0,261,10,90.0,0,2.0,0
6,0.172808693,5.0,-11.187,,6.13e-06,0.0,0.004913,0.799,122.009,332429.0,77671312.62,35553.0,,262,5,56.0,1,2.0,1
4,0.277418787,6.0,-7.568,0.11,0.390617891,0.0483,0.001520875,0.752,139.083,270048.0,5524865.0,220721.0,5360641.0,263,0,,1,1.0,0
4,0.093576664,5.0,-9.422,0.0755,0.122763473,3.83e-05,0.000398688,0.705,133.825,318493.0,65583482.0,580353.0,,264,7,3.0,1,,0
5,0.291434247,5.0,,0.0619,,2.96e-06,0.001030301,0.287,92.997,366507.0,38918310.0,276070.0,,265,0,37.0,1,2.0,1
8,0.408518488,0.0,-6.366,0.0396,0.000193101,0.000482,0.047045881,0.717,111.981,354240.0,77671293.74,1502.0,14981017.0,266,2,58.0,0,1.0,0
7,0.052734375,,-9.36,0.0541,0.001685159,0.0,0.000642736,0.581,90.952,332266.0,3915445.0,562712.3883,6563742.0,267,5,37.0,1,2.0,1
5,0.325660672,0.0,-9.019,0.0413,7.52e-05,0.000918,0.080062991,0.496928857,102.95,202136.0,13189962.0,166187.0,25023782.0,268,4,82.0,1,,1
8,0.248858189,10.0,-9.753,,0.047437928,2.5e-06,0.000833238,0.837,101.058,283373.0,743192.0,14402.0,13111305.0,269,2,5.0,0,2.0,0
8,0.042875,0.0,-15.182,0.044,0.616295051,0.00684,0.001906624,0.793,115.891,300960.0,90073167.0,238152.0,9334800.0,270,2,16.0,1,1.0,1
5,0.109215352,0.0,-9.376,0.0274,0.184220009,0.000371,0.001643032,0.317,,329840.0,77671293.77,3806.0,9017959.0,271,0,5.0,1,,1
5,0.116214272,6.0,-8.983,0.0325,0.629422793,0.000194,0.002863288,0.561,126.008,328542.0,77671412.36,65622.0,5652198.0,272,8,,1,1.0,1
4,0.093576664,5.0,-9.422,0.0755,0.122763473,3.83e-05,0.000398688,0.705,133.825,318493.0,77752617.01,580353.0,28067975.0,273,5,80.0,1,2.0,1
6,0.079507,9.0,-10.31,0.0407,0.216,2.49e-06,0.002299968,0.241,115.01,,69609778.0,310927.0,32029580.0,274,7,18.0,0,2.0,1
7,0.047045881,5.0,-9.74,0.0298,0.180362125,,,0.446,,316680.0,30824525.0,562734.6479,24857203.0,275,9,11.0,1,2.0,0
1,0.164566592,,-8.614,0.331,0.013312053,0.0,0.000494914,0.676,,341387.0,77679978.83,274863.0,22906572.0,276,6,61.0,1,2.0,0
8,0.073560059,10.0,-8.756,0.0647,0.029503629,5.62e-05,0.022188041,0.578,121.982,304400.0,1300993.0,14101.0,10990515.0,277,10,75.0,1,,1
8,0.082881856,4.0,-10.972,0.0321,0.303464448,0.00678,0.007645373,0.468493107,,322507.0,48003889.0,305902.0,20530526.0,278,6,34.0,1,2.0,1
3,0.080062991,2.0,-10.364,0.0353,0.341532099,4.65e-05,0.002406104,0.446,,366507.0,77680888.14,284154.0,12574935.0,279,2,15.0,1,2.0,1
6,0.121287375,,-7.226,0.0361,0.035287552,0.0,0.001124864,0.523531153,,372600.0,1416724.0,10635.0,14627318.0,280,7,,1,2.0,1
9,0.458314011,10.0,-7.002,0.0919,0.0002823,0.0,0.002248091,0.59,104.501,293867.0,32980039.0,222292.0,14696286.0,281,5,18.0,1,,1
4,0.167284151,0.0,-6.841,0.0612,0.061162984,0.0,0.005639752,0.385,136.899,315213.0,77673380.63,170778.0,15116866.0,282,10,76.0,1,2.0,1
2,0.647214625,10.0,-5.708,0.0286,0.060234427,1.1e-05,,0.543,99.009,,79377131.56,1610152.0,704218472.0,283,10,48.0,1,2.0,1
3,0.151419437,10.0,-6.817,0.0252,0.000119095,0.0,,0.233,143.994,238733.0,758398411.0,868274.1882,510259109.0,284,5,26.0,0,,0
2,0.452984832,7.0,-5.611,0.0284,5.71e-08,0.0,,0.374,148.095,260333.0,155704474.0,821590.0,,285,3,61.0,1,2.0,1
2,0.817400375,0.0,-4.798,0.0619,2.35e-09,8.37e-06,0.001191016,0.309,,241960.0,83165141.0,321219.0,106576967.0,286,10,89.0,1,2.0,1
2,0.345948408,7.0,-6.043,0.0238,1.47e-07,4.97e-06,0.002146689,0.306,95.982,265907.0,77672133.52,126050.0,54536838.0,287,4,82.0,1,,1
2,0.681472,6.0,-6.424,0.0693,1.26e-06,,0.011543176,0.389,147.913,,41691862.0,200740.0,39372488.0,288,5,,1,2.0,1
2,0.310288733,0.0,-6.211,,0.070058684,0.0,0.000622836,0.237,131.922,232067.0,27463333.0,121758.0,31116484.0,289,7,51.0,1,2.0,1
1,0.642735647,1.0,-4.914,0.0385,5.93e-06,0.0,0.001367631,0.491,91.972,243053.0,40515497.0,177669.0,48999602.0,290,3,54.0,1,3.0,1
1,0.890277128,10.0,-4.263,0.0508,1.47e-11,0.415,0.003869893,0.568,169.943,161947.0,248088.0,1589.0,,291,10,,0,2.0,0
0,0.663054848,2.0,-7.837,0.068,7.25e-08,0.00975,0.000991027,0.607,166.3,193653.0,146568336.0,979766.0,394300734.0,292,10,67.0,1,2.0,1
2,0.578009537,0.0,-4.632,0.0475,4.6e-07,7.9e-05,0.000328509,0.565,,,81397984.0,378604.0,212353760.0,293,6,34.0,1,2.0,1
6,0.260917119,5.0,-6.233,0.0278,4.91e-06,5.09e-06,6.3e-05,0.957,,164867.0,77671479.67,76233.0,30555313.0,294,4,56.0,0,2.0,0
6,0.397065375,10.0,-6.646,0.0931,2.2e-05,0.0783,0.001404928,0.448,132.627,,18063690.0,86471.0,344808305.0,295,10,,1,,1
0,0.101194696,2.0,-6.239452576,0.0418,0.004173281,6.68e-06,0.001191016,0.487,95.163,251267.0,44925771.0,254942.0,88309636.0,296,7,20.0,1,2.0,1
1,0.234885113,,-3.125,0.049,0.148877,0.00553,0.001815848,0.873,98.326,128893.0,3986631.0,22736.0,,297,10,90.0,0,2.0,0
4,0.313046839,2.0,-7.445,0.0321,3.44e-06,0.000433,,0.707,122.016,177768.0,77671753.13,103076.0,76843566.0,298,7,80.0,1,2.0,1
2,0.350402625,6.0,-6.186278776,,1.77e-09,4.12e-06,0.092959677,0.567,108.965,,77735026.83,534928.0,203458451.0,299,10,39.0,1,2.0,1
4,0.306182024,,-6.506,0.0355,5.4e-08,0.000302,0.002146689,0.743,127.541,246307.0,77671713.57,100026.0,125673617.0,300,10,35.0,1,2.0,1
2,0.452984832,4.0,-8.698,0.0551,0.131257751,2.01e-05,0.053582633,0.698,116.026,,6530418.0,27353.0,35985746.0,301,7,80.0,1,2.0,0
4,0.580093704,10.0,-10.068,0.0557,4.73e-10,,0.000228099,0.937,143.973,,249594269.0,1550997.0,275110964.0,302,2,28.0,1,2.0,1
0,,0.0,-6.186279505,0.0379,5.93e-08,0.65,0.013651919,0.101,186.044,293293.0,83389939.86,2421404.0,293090224.0,303,10,,1,2.0,1
1,0.952763904,1.0,-3.783,0.0939,2.35e-12,0.000224,,0.0368,,175760.0,40252033.0,236069.0,,304,6,87.0,1,2.0,1
5,0.857375,8.0,-4.4,0.109,1.12e-09,,0.023887872,0.511,,200067.0,1374166.0,16011.0,135177436.0,305,5,30.0,0,3.0,0
0,0.873722816,10.0,,0.185,,0.0161,0.150568768,0.271,134.083,181507.0,29836483.0,200242.0,32575568.0,306,6,87.0,1,2.0,1
2,0.753571,10.0,-6.531,0.038,6.77e-16,,0.065939264,0.358,101.174,189760.0,9081628.0,52668.0,39786524.0,307,7,54.0,0,2.0,0
3,0.302111711,4.0,-6.186278754,0.0379,6.65e-16,0.000491,0.496793088,0.376,134.962,,78279595.0,457128.0,57216833.0,308,6,28.0,1,2.0,1
1,0.557441767,4.0,-5.219,0.0638,0.051646974,3.45e-05,8.93e-05,0.556057282,150.072,215427.0,77685729.35,325684.0,36091975.0,309,6,80.0,1,,1
5,0.325660672,10.0,-6.186278908,0.0346,1.22e-08,1.07e-05,0.130323843,0.539856018,107.989,,6249163.0,56833.0,53475362.0,310,2,,0,2.0,1
4,0.786330467,,-6.238461257,0.0338,0.004096,4.73e-06,0.025672375,0.961,115.996,,310354300.0,1547211.0,,311,0,63.0,1,2.0,1
2,,2.0,-10.18027936,0.0323,0.308915776,0.0789,0.000649462,0.622,124.348,196467.0,77672222.85,130373.0,171189105.0,312,5,37.0,0,3.0,1
8,0.364005118,,-5.931,,0.064469722,0.00201,,0.68,97.911,,82158981.6,2230928.0,213049650.0,313,2,55.0,1,2.0,1
7,0.054439939,7.0,-13.208,0.0539,0.027270901,0.345,0.001124864,0.948,,256933.0,14478816.0,156602.0,129426946.0,314,0,86.0,1,2.0,1
6,0.491169069,10.0,-5.173,0.0285,0.002197,,,0.962,119.959,274773.0,,,,315,6,27.0,1,2.0,1
3,0.552213766,2.0,-3.236,0.0478,0.000363994,0.000153,0.000213847,0.674,119.818,254467.0,53703208.0,562830.0017,65691488.0,316,3,,1,2.0,1
1,0.045882712,9.0,-12.908,0.0343,0.569722789,0.424,0.000565609,0.267,92.292,284800.0,29700954.0,121515.0,78507272.0,317,10,28.0,0,2.0,0
6,0.147197952,5.0,-13.382,0.0358,0.010648,0.35,0.002744,0.73,117.472,238267.0,19162937.0,128257.0,56760004.0,318,4,86.0,0,2.0,0
4,0.529475129,,-5.433,0.0326,1.26e-06,0.0,0.009663597,0.629,127.995,222172.0,80972913.0,330188.0,55397419.0,319,0,87.0,1,2.0,1
1,0.098611128,2.0,-14.093,0.0406,0.283593393,0.527,0.001906624,0.557,124.033,319773.0,9194764.0,562712.9359,40146516.0,320,10,,1,2.0,0
0,0.038614472,10.0,-9.873836361,,0.277167808,,0.015252992,0.478,177.765,303373.0,56498415.0,758210.0,766947143.0,321,10,39.0,1,2.0,1
5,0.651714363,2.0,-6.469,0.0331,0.002985984,0.000733,0.000605496,0.805,115.692,243373.0,20203246.0,170916.0,230084158.0,322,6,38.0,1,2.0,1
3,0.275894451,0.0,-7.097,0.0323,0.198155287,0.0,0.001771561,0.368,122.818,212307.0,17600761.0,119174.0,175547398.0,323,10,51.0,1,2.0,1
7,0.154854153,7.0,-9.785,0.0295,0.062099136,0.000789,0.042508549,0.954,121.493,270067.0,113473579.0,692797.0,116531272.0,324,9,72.0,1,2.0,1
4,0.228099131,0.0,-9.208,0.0298,0.135005697,0.0,0.000804357,0.916,121.836,229867.0,70570.0,1224.0,,325,4,29.0,0,,0
3,0.373248,1.0,-9.777,0.0409,0.000322829,0.000232,0.001225043,0.458,140.966,229093.0,271419.0,4060.0,74205062.0,326,5,54.0,0,2.0,0
6,0.237176659,9.0,-7.446,0.0334,0.095443993,0.000149,0.010793861,0.74,119.624,,77671294.02,8726.0,60610032.0,327,2,23.0,0,,0
1,0.049430863,9.0,-8.164,0.0298,0.458314011,2.27e-05,0.000607645,0.205,70.856,280360.0,1019883.0,8323.0,66782900.0,328,3,38.0,0,2.0,0
6,0.231720587,9.0,-8.611,0.0282,0.097972181,,0.138991832,0.896,119.855,259827.0,554394.0,562712.3426,89060133.0,329,5,23.0,0,3.0,0
1,0.500566184,7.0,-11.792,0.0633,0.004019679,1.69e-06,0.081746504,0.748,145.056,186600.0,10820519.0,63188.0,,330,10,55.0,0,,1
1,0.521660125,,-6.237,0.0624,1.66e-08,5.69e-05,,0.564,113.253,,51665.0,1019.0,583331585.0,331,5,,0,2.0,0
2,0.152273304,6.0,-6.262049378,0.0768,0.005929741,0.00278,0.000163667,0.426,70.776,145747.0,66178.0,778.0,210571134.0,332,2,45.0,1,2.0,1
2,0.741217625,2.0,-5.27,,6.72e-07,0.578,,0.555172918,108.9,170813.0,77677750.79,248965.0,285082058.0,333,10,76.0,1,2.0,1
0,0.452984832,9.0,-5.695,,2.19e-07,0.38,1.45e-05,0.532,169.492,210160.0,34159799.0,274255.0,245334601.0,334,7,82.0,0,2.0,1
2,0.121287375,5.0,-10.508,0.0501,0.042144192,0.0286,0.008,0.339,80.086,,2254359.0,26412.0,92470376.0,335,5,,0,2.0,0
1,0.363994344,10.0,-9.159,0.313,0.128024064,0.0171,0.320013504,0.494893185,94.372,168920.0,131571.0,12703.0,,336,2,,0,,1
2,0.893056347,,-5.586,0.129,0.015252992,2.39e-06,,0.533,113.133,,180048.0,562712.3424,59822511.0,337,8,,0,2.0,0
2,0.360721051,,-5.987,0.0411,0.000423565,0.237,0.051478848,0.566,98.096,198773.0,54510752.0,379810.0,81469496.0,338,10,43.0,1,2.0,1
1,0.411235238,9.0,-5.167,0.115,8.74e-09,0.0283,0.045118016,0.556962803,153.45,163800.0,205310.0,2791.0,37047825.0,339,10,54.0,0,2.0,0
3,0.601211584,9.0,-6.186278754,0.0505,6.75e-12,0.0,0.000223649,0.766,116.046,207093.0,211097595.0,1043697.0,385959962.0,340,5,41.0,1,2.0,1
1,0.763551944,9.0,-5.215,0.142,0.051580816,0.0,0.000274625,0.626,196.505,178267.0,132112209.0,564448.8388,333068309.0,341,7,,0,2.0,1
1,0.857375,7.0,-4.918,0.26,1.16e-09,3.63e-05,0.020123648,0.561354045,191.936,158733.0,86417565.0,474439.0,290968266.0,342,10,79.0,1,2.0,1
1,0.405111664,,-5.262,0.0321,3.17e-07,0.00337,,0.602,99.93,182040.0,67878657.0,440651.0,,343,5,76.0,1,,0
0,0.817400375,8.0,-5.529,0.0817,2.92e-12,0.0141,0.043243551,0.658,,198493.0,56289356.0,259856.0,157469842.0,344,6,11.0,0,2.0,0
0,0.616295051,4.0,-4.039,0.0421,2.05e-06,0.0,,0.11,175.426,291360.0,69801752.0,401124.0,96271819.0,345,10,90.0,1,2.0,1
